confidence_immediate,datetime,experiment_file,experiment_path,gender,identification,identification_made,identification_multiple,identification_proceed,lecture_time,logfile,member,member1,member2,member3,member4,member5,member6,path_file,response_time,response_time_live_view,subject_nr,target,target1,target2,time_check_identification,time_end_of_experiment,time_experiment,time_gender_randomization_sequence,time_identification_task,time_lineup_sequence,time_live_view,time_logger,time_member_randomization_loop,time_member_randomization_sequence,time_setting_sequence,time_video,row_order,date,time,datetime_updated,date_rank,datetime_rank,person,condition,target_value,gender_updated,lecture_datetime,gender_first
no,11/04/17 10:27:22,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,10:00:00,D:/Lineup study/subject-1.csv,4,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-1.csv,17242.0,17242.0,1,,,,2403453.0,2471264.0,1526,,2399973.0,2299186.0,2382731.0,2403453,,,2382729.0,,3,2017/11/04,10:27:22,2017/11/04 10:27:22,1.0,1.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/17 10:27:22,lineup_liveWOMEN.osexp,D:/Lineup study,,Not sure,no,no,no,10:00:00,D:/Lineup study/subject-1.csv,5,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-1.csv,24006.0,24006.0,1,,,,2430740.0,2471264.0,1526,,2427545.0,2299186.0,2403538.0,2430740,,,2403536.0,,4,2017/11/04,10:27:22,2017/11/04 10:27:22,1.0,1.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/17 10:27:22,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,10:00:00,D:/Lineup study/subject-1.csv,6,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-1.csv,10238.0,10238.0,1,,,,2445161.0,2471264.0,1526,,2441062.0,2299186.0,2430824.0,2445161,,,2430823.0,,5,2017/11/04,10:27:22,2017/11/04 10:27:22,1.0,1.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/17 10:27:22,lineup_liveWOMEN.osexp,D:/Lineup study,,No,No,no,No,10:00:00,D:/Lineup study/subject-1.csv,6,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-1.csv,10238.0,10238.0,1,,,,2445161.0,2471264.0,1526,,2441062.0,2299186.0,2430824.0,2465733,,,2430823.0,,6,2017/11/04,10:27:22,2017/11/04 10:27:22,1.0,1.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/17 10:27:22,lineup_liveWOMEN.osexp,D:/Lineup study,,No,No,no,No,10:00:00,D:/Lineup study/subject-1.csv,6,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-1.csv,10238.0,10238.0,1,,,,2445161.0,2471264.0,1526,,2441062.0,2299186.0,2430824.0,2472682,,,2430823.0,,7,2017/11/04,10:27:22,2017/11/04 10:27:22,1.0,1.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,1,5.0,1.0,6.0,2.0,3.0,4.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target1,present,absent,43274.0,207675.0,2634,2696.0,39462.0,3893.0,,43274,2696.0,2698.0,,32973.0,2,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,5.0,FB,present,male,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,2,5.0,1.0,6.0,2.0,3.0,4.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target1,present,absent,55627.0,207675.0,2634,2696.0,51788.0,44332.0,,55628,2696.0,2698.0,,44332.0,3,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,1.0,FB,present,male,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,Not sure,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,3,5.0,1.0,6.0,2.0,3.0,4.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target1,present,absent,68204.0,207675.0,2634,2696.0,64385.0,56657.0,,68204,2696.0,2698.0,,56657.0,4,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,6.0,FB,present,male,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,Not sure,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,4,5.0,1.0,6.0,2.0,3.0,4.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target1,present,absent,86659.0,207675.0,2634,2696.0,78903.0,69264.0,,86659,2696.0,2698.0,,69264.0,5,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,2.0,FB,present,male,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,5,5.0,1.0,6.0,2.0,3.0,4.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target1,present,absent,98617.0,207675.0,2634,2696.0,95142.0,87707.0,,98617,2696.0,2698.0,,87707.0,6,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,3.0,FB,present,male,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,6,5.0,1.0,6.0,2.0,3.0,4.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target1,present,absent,108971.0,207675.0,2634,2696.0,105480.0,99673.0,,108972,2696.0,2698.0,,99673.0,7,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,4.0,FB,present,male,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,No,no,No,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,6,5.0,1.0,6.0,2.0,3.0,4.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target1,present,absent,108971.0,207675.0,2634,2696.0,105480.0,99673.0,,123152,2696.0,2698.0,,99673.0,8,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,4.0,FB,present,male,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,No,no,No,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,6,5.0,4.0,2.0,1.0,7.0,3.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target2,present,absent,108971.0,207675.0,2634,123219.0,105480.0,99673.0,,123221,123219.0,123221.0,,99673.0,9,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,3.0,FB,absent,female,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,1,5.0,4.0,2.0,1.0,7.0,3.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target2,present,absent,137958.0,207675.0,2634,123219.0,134639.0,124259.0,,137958,123219.0,123221.0,,128343.0,10,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,5.0,FB,absent,female,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,2,5.0,4.0,2.0,1.0,7.0,3.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target2,present,absent,147471.0,207675.0,2634,123219.0,144160.0,139011.0,,147471,123219.0,123221.0,,139011.0,11,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,4.0,FB,absent,female,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,Not sure,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,3,5.0,4.0,2.0,1.0,7.0,3.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target2,present,absent,157541.0,207675.0,2634,123219.0,154564.0,148522.0,,157542,123219.0,123221.0,,148522.0,12,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,2.0,FB,absent,female,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,4,5.0,4.0,2.0,1.0,7.0,3.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target2,present,absent,167052.0,207675.0,2634,123219.0,164247.0,158528.0,,167052,123219.0,123221.0,,158528.0,13,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,1.0,FB,absent,female,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,Not sure,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,5,5.0,4.0,2.0,1.0,7.0,3.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target2,present,absent,178095.0,207675.0,2634,123219.0,174445.0,168068.0,,178095,123219.0,123221.0,,168069.0,14,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,7.0,FB,absent,female,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,6,5.0,4.0,2.0,1.0,7.0,3.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target2,present,absent,187729.0,207675.0,2634,123219.0,184568.0,179175.0,,187729,123219.0,123221.0,,179175.0,15,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,3.0,FB,absent,female,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,No,no,No,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,6,5.0,4.0,2.0,1.0,7.0,3.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target2,present,absent,187729.0,207675.0,2634,123219.0,184568.0,179175.0,,203376,123219.0,123221.0,,179175.0,16,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,3.0,FB,absent,female,2017/11/04 10:00:00,male
no,11/04/2017 11:02,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,No,no,No,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,6,5.0,4.0,2.0,1.0,7.0,3.0,./input_data\Tomas 041118\1.26 - Full Body Video\subject-2.csv,,,2,target2,present,absent,187729.0,207675.0,2634,123219.0,184568.0,179175.0,,209166,123219.0,123221.0,,179175.0,17,2017/11/04,11:02:00,2017/11/04 11:02:00,1.0,2.0,3.0,FB,absent,female,2017/11/04 10:00:00,male
70,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,Yes,no,no,no,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,1,5.0,7.0,4.0,2.0,3.0,1.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target2,present,absent,44755.0,175445.0,2068,2144.0,40386.0,2503.0,,49253,2144.0,2146.0,,15044.0,2,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,5.0,HS,absent,female,2017/11/04 10:00:00,female
no,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,2,5.0,7.0,4.0,2.0,3.0,1.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target2,present,absent,64949.0,175445.0,2068,2144.0,62800.0,49488.0,,64949,2144.0,2146.0,,49489.0,3,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,7.0,HS,absent,female,2017/11/04 10:00:00,female
no,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,3,5.0,7.0,4.0,2.0,3.0,1.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target2,present,absent,69800.0,175445.0,2068,2144.0,67367.0,65183.0,,69800,2144.0,2146.0,,65183.0,4,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,4.0,HS,absent,female,2017/11/04 10:00:00,female
no,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,4,5.0,7.0,4.0,2.0,3.0,1.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target2,present,absent,73022.0,175445.0,2068,2144.0,71137.0,70055.0,,73022,2144.0,2146.0,,70055.0,5,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,2.0,HS,absent,female,2017/11/04 10:00:00,female
no,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,5,5.0,7.0,4.0,2.0,3.0,1.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target2,present,absent,76290.0,175445.0,2068,2144.0,74056.0,73247.0,,76291,2144.0,2146.0,,73248.0,6,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,3.0,HS,absent,female,2017/11/04 10:00:00,female
no,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,6,5.0,7.0,4.0,2.0,3.0,1.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target2,present,absent,79600.0,175445.0,2068,2144.0,77537.0,76523.0,,79601,2144.0,2146.0,,76523.0,7,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,1.0,HS,absent,female,2017/11/04 10:00:00,female
no,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,No,Yes,One,No,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,6,5.0,7.0,4.0,2.0,3.0,1.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target2,present,absent,79600.0,175445.0,2068,2144.0,77537.0,76523.0,,114939,2144.0,2146.0,,76523.0,8,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,1.0,HS,absent,female,2017/11/04 10:00:00,female
no,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,Yes,One,No,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,6,2.0,3.0,1.0,5.0,4.0,6.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target1,present,absent,79600.0,175445.0,2068,115008.0,77537.0,76523.0,,115010,115008.0,115009.0,,76523.0,9,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,6.0,HS,present,male,2017/11/04 10:00:00,female
no,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,1,2.0,3.0,1.0,5.0,4.0,6.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target1,present,absent,123210.0,175445.0,2068,115008.0,120948.0,115250.0,,123210,115008.0,115009.0,,118168.0,10,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,2.0,HS,present,male,2017/11/04 10:00:00,female
no,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,2,2.0,3.0,1.0,5.0,4.0,6.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target1,present,absent,126972.0,175445.0,2068,115008.0,124909.0,123493.0,,126973,115008.0,115009.0,,123493.0,11,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,3.0,HS,present,male,2017/11/04 10:00:00,female
no,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,3,2.0,3.0,1.0,5.0,4.0,6.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target1,present,absent,130736.0,175445.0,2068,115008.0,128678.0,127193.0,,130737,115008.0,115009.0,,127193.0,12,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,1.0,HS,present,male,2017/11/04 10:00:00,female
no,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,4,2.0,3.0,1.0,5.0,4.0,6.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target1,present,absent,134767.0,175445.0,2068,115008.0,132710.0,130960.0,,134767,115008.0,115009.0,,130960.0,13,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,5.0,HS,present,male,2017/11/04 10:00:00,female
no,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,5,2.0,3.0,1.0,5.0,4.0,6.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target1,present,absent,137883.0,175445.0,2068,115008.0,135990.0,134994.0,,137883,115008.0,115009.0,,134994.0,14,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,4.0,HS,present,male,2017/11/04 10:00:00,female
50,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,Yes,no,no,no,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,6,2.0,3.0,1.0,5.0,4.0,6.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target1,present,absent,141929.0,175445.0,2068,115008.0,139865.0,138113.0,,149048,115008.0,115009.0,,138113.0,15,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,6.0,HS,present,male,2017/11/04 10:00:00,female
50,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,Yes,Yes,One,No,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,6,2.0,3.0,1.0,5.0,4.0,6.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target1,present,absent,141929.0,175445.0,2068,115008.0,139865.0,138113.0,,170054,115008.0,115009.0,,138113.0,16,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,6.0,HS,present,male,2017/11/04 10:00:00,female
50,11/04/2017 11:04,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,Yes,Yes,One,No,10:00:00,C:/Users/standalone/Desktop/Today Viper/subject-1.csv,6,2.0,3.0,1.0,5.0,4.0,6.0,./input_data\Tomas 041118\1.23 - Viper\subject-2.csv,,,2,target1,present,absent,141929.0,175445.0,2068,115008.0,139865.0,138113.0,,177475,115008.0,115009.0,,138113.0,17,2017/11/04,11:04:00,2017/11/04 11:04:00,1.0,5.0,6.0,HS,present,male,2017/11/04 10:00:00,female
no,11/04/17 11:11:19,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,Not sure,no,no,no,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-2.csv,1,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-2.csv,8233.0,8233.0,2,,,,119608.0,227472.0,5672,,102013.0,93675.0,93780.0,119609,,,93779.0,,0,2017/11/04,11:11:19,2017/11/04 11:11:19,1.0,9.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:11:19,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,Not sure,no,no,no,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-2.csv,2,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-2.csv,16860.0,16860.0,2,,,,147566.0,227472.0,5672,,136610.0,93675.0,119750.0,147566,,,119749.0,,1,2017/11/04,11:11:19,2017/11/04 11:11:19,1.0,9.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:11:19,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,no,no,no,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-2.csv,3,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-2.csv,18677.0,18677.0,2,,,,170276.0,227472.0,5672,,166383.0,93675.0,147706.0,170276,,,147705.0,,2,2017/11/04,11:11:19,2017/11/04 11:11:19,1.0,9.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:11:19,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,no,no,no,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-2.csv,4,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-2.csv,10881.0,10881.0,2,,,,184470.0,227472.0,5672,,181295.0,93675.0,170414.0,184471,,,170413.0,,3,2017/11/04,11:11:19,2017/11/04 11:11:19,1.0,9.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:11:19,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,no,no,no,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-2.csv,5,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-2.csv,10299.0,10299.0,2,,,,198093.0,227472.0,5672,,194910.0,93675.0,184611.0,198093,,,184609.0,,4,2017/11/04,11:11:19,2017/11/04 11:11:19,1.0,9.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:11:19,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,no,no,no,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-2.csv,6,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-2.csv,9687.0,9687.0,2,,,,211130.0,227472.0,5672,,207918.0,93675.0,198231.0,211131,,,198230.0,,5,2017/11/04,11:11:19,2017/11/04 11:11:19,1.0,9.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:11:19,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,No,no,No,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-2.csv,6,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-2.csv,9687.0,9687.0,2,,,,211130.0,227472.0,5672,,207918.0,93675.0,198231.0,223343,,,198230.0,,6,2017/11/04,11:11:19,2017/11/04 11:11:19,1.0,9.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:11:19,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,No,no,No,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-2.csv,6,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-2.csv,9687.0,9687.0,2,,,,211130.0,227472.0,5672,,207918.0,93675.0,198231.0,230095,,,198230.0,,7,2017/11/04,11:11:19,2017/11/04 11:11:19,1.0,9.0,,live,,male,2017/11/04 10:00:00,female
70,11/04/17 11:09:39,lineup_liveWOMEN.osexp,D:/Lineup study,,Yes,no,no,no,10:00:00,D:/Lineup study/subject-2.csv,1,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-2.csv,36368.0,36368.0,2,,,,550151.0,753026.0,1938,,530537.0,494127.0,494169.0,561820,,,494167.0,,0,2017/11/04,11:09:39,2017/11/04 11:09:39,1.0,8.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/17 11:09:39,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,10:00:00,D:/Lineup study/subject-2.csv,2,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-2.csv,19033.0,19033.0,2,,,,590076.0,753026.0,1938,,580944.0,494127.0,561911.0,590076,,,561909.0,,1,2017/11/04,11:09:39,2017/11/04 11:09:39,1.0,8.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/17 11:09:39,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,10:00:00,D:/Lineup study/subject-2.csv,3,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-2.csv,12280.0,12280.0,2,,,,613018.0,753026.0,1938,,603082.0,494127.0,590801.0,613018,,,590799.0,,2,2017/11/04,11:09:39,2017/11/04 11:09:39,1.0,8.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/17 11:09:39,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,10:00:00,D:/Lineup study/subject-2.csv,4,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-2.csv,14114.0,14114.0,2,,,,633298.0,753026.0,1938,,627217.0,494127.0,613102.0,633298,,,613100.0,,3,2017/11/04,11:09:39,2017/11/04 11:09:39,1.0,8.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/17 11:09:39,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,10:00:00,D:/Lineup study/subject-2.csv,5,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-2.csv,10415.0,10415.0,2,,,,652108.0,753026.0,1938,,643790.0,494127.0,633374.0,652108,,,633372.0,,4,2017/11/04,11:09:39,2017/11/04 11:09:39,1.0,8.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/17 11:09:39,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,10:00:00,D:/Lineup study/subject-2.csv,6,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-2.csv,12437.0,12437.0,2,,,,673528.0,753026.0,1938,,664624.0,494127.0,652186.0,673528,,,652184.0,,5,2017/11/04,11:09:39,2017/11/04 11:09:39,1.0,8.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/17 11:09:39,lineup_liveWOMEN.osexp,D:/Lineup study,,No,Yes,One,No,10:00:00,D:/Lineup study/subject-2.csv,6,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-2.csv,12437.0,12437.0,2,,,,673528.0,753026.0,1938,,664624.0,494127.0,652186.0,743161,,,652184.0,,6,2017/11/04,11:09:39,2017/11/04 11:09:39,1.0,8.0,,live,,female,2017/11/04 10:00:00,female
